content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
Your relationships are likely to be more satisfying now as lov... More for Pisces http://twittascope.com/twittascope/?sign=12	0	positive	1	0	0	1	0	0	-1.571	4.829	0	1	0.2501220703	0	-0.17578125	neutral	0	0	0	-1	-1.058	2	0	0	2.801	0	0	2	0.875	0	0.886	0.949	-0.377	1.048
RT @GrownFolksMusic: Sade To Take No. 1 On Billboard 200 Next Week http://bit.ly/bJoKPX #welcomeback #sade #gfm (via @billboard)	0	positive	0	0	0	0	0	0	-0.799	2.699	-1	1	0.1723642349	0	-0.3046875	neutral	0	0	0	-1	-1.347	1	0	0	4.69	0	0	2	0.264	0	-0.044	0.448	-0.207	0.597
The possibility of exploring new territory or enrolling in an ... More for Cancer http://twittascope.com/twittascope/?sign=4	0	neutral	0	1	1	0	1	0	-2.64	3.575	-1	1	0.2008056641	0	-0.390625	neutral	1	1	0	-1	-1.444	1	1	1	3.456	0	1	1	0.485	-0.564	0.047	0.703	-1.079	0.092
RT @AbonThoughts: Fist pumping my small Asian ass off at Bogies with Pauly D! The ladies call me The Predicament. Holla at cha boy Snooki!!!	0	positive	0	2	2	0	0	0	-8.892	6.232	-4	1	0.046875	0	-1.2905945806	positive	0	4	0	-1	-3	2	1	0	3.535	0	1	2	0.453	-0.057	0.09	0.58	-0.157	0.955
Pizza Hut Looks to Start a Pick Up Line Meme on #Twitter http://goo.gl/fb/CPL5 Mashable.com #marketing #pizzahut	0	neutral	0	0	0	0	1	0	-1.836	2.607	0	1	0.1474609412	0	-0.2819635868	neutral	1	0	2	-1	-0.37	1	0	0	3.29	0	0	1	0.709	0	0.532	1.175	-0.449	0.869
Breaking news : British fashion designer McQueen found dead at 40 (AP): AP - His runway shows were often like perf... http://bit.ly/bWSSop	0	positive	1	2	1	1	0	2	-1.769	2.804	-3	2	0.6255739927	1	0	neutral	0	0	2	-1	-4.232	1	0	0	5.901	1	0	2	0.529	-0.143	0.485	0.846	-0.701	0.698
I sound higher pitched in my head.	0	neutral	1	0	0	0	0	0	-0.407	0.372	0	1	0.128906224	0	-0.0313962549	neutral	0	0	0	-1	-1.804	1	0	0	0.985	0	0	1	0.049	0	0.036	0	0	0.11
has created a group on FOF for the CO-OPing part of Fans Of Film Channel that will offer the 100% model http://bit.ly/cXLL0L	0	neutral	1	0	0	1	0	0	-1.671	5.448	0	1	0.2891578674	0	-0.0625	neutral	0	0	2	-1	-0.517	1	0	0	2.714	0	0	1	0.626	-0.04	0.028	0.811	-0.338	1.329
Dosage requirements for black seeds (nigella sativa) http://bit.ly/dn9i9b #nigellaSativa	0	neutral	0	0	1	0	0	0	-4.999	0.909	0	1	0	0	-0.0412665009	neutral	1	1	0	-1	-0.502	1	0	0	1.186	0	0	1	0.171	0	0	0.219	0	0.294
@lingchung She picks such great songs to cover too. Her Death Cab cover has me melting right now. I need to learn to play the guitar.	1	positive	2	1	2	2	1	3	-4.509	3.527	-2	1	0.3073739409	0	-0.330375012	negative	1	1	2	-1	-4.562	2	1	1	6.509	2	1	3	1.992	-0.404	0.865	1.214	-0.975	2.081
@stephiebutton @theesweetestsin i say even if u cant sleep over  you should totally hang out =] or sleepover then go to work from there! =]	0	positive	1	1	0	1	0	0	-5.139	3.74	0	2	0.550522229	0	-0.0726966858	neutral	0	0	0	-1	-4.048	2	0	0	3.783	0	0	2	0.325	0	0.068	0.466	-0.428	0.866
Me & @Saflower got a 500 piece puzzle to put together. Yes  that's how boring we are. BUT it is quite pretty and I can't wait til it's done!	0	positive	2	1	2	1	2	2	-4.111	5.138	-3	2	0.4746112823	1	-0.671875	neutral	0	2	1	-2	-3.136	2	0	0	3.626	1	0	3	1.968	-0.036	0.944	1.564	-0.647	2.731
@XmeganXOXO Yes  met them all at Gridlock and for 3 days at NAMM. All of them are very nice and love their fans. The acoustic set- amazing!	0	positive	4	0	0	4	0	11	-3.323	7.278	0	1	2.4030761719	1	-0.75	positive	0	0	1	-1	-0.766	3	0	0	10.214	0	0	4	1.28	0	0.679	1.247	-0.344	2.259
RT @Do_Over: RT @blacknbling @do_over the Do Lover on Valentines Day?!! Can I get a HELL YEAH  people!!!?!!! #pumped	0	positive	1	1	1	1	1	1	-2.857	7.467	-4	1	0.1397132883	1	-1.0312156677	positive	1	1	1	-2	-1.673	3	1	1	4.899	1	1	4	0.912	-0.089	0.707	-0.174	-0.258	1.407
Waiting for the 00 to come up and give a push  11th after 21	0	neutral	0	0	0	0	0	0	-1.169	1.346	0	1	0.1787786484	0	-0.0843886194	neutral	0	0	0	-1	-0.685	1	0	0	1.47	0	0	1	0.637	0	-0.02	0.954	-0.383	1.363
Bouta leave tysons and head to my herndon salon and get my nails toes wax did hayyyyyyyy =)	1	neutral	0	0	0	0	0	0	-2.272	0.632	-1	1	0.0176429498	0	-3.814697265625E-5	neutral	1	1	0	-1	-7.489	3	0	0	2.99	0	0	1	0.426	-0.037	0.024	-0.209	-0.169	0.702
RT @AskAaronLee: #Twitter Success = sharing  caring  listening  retweeting  humor & being yourself! via @Iconic88	0	positive	2	0	0	2	1	4	-3.326	13.408	0	1	0.771484375	1	-0.140625	positive	0	0	1	-1	-0.488	1	0	0	4.957	0	0	3	1.194	0	2.123	0.673	-0.275	1.064
listening to Face Tomorrow - Darkside ? http://blip.fm/~ks93n	0	neutral	0	0	0	0	1	0	-0.128	1.829	0	1	0	0	-0.0361366272	positive	0	0	0	-1	-0.601	1	0	0	2.53	0	0	1	0	0	0	0	0	0
the snow keeps falling here. I will have to shovel again soon .. http://tweetphoto.com/11026757	0	neutral	1	1	0	0	0	0	-0.999	0.449	-1	2	0.12890625	0	-0.3432035446	negative	1	1	0	-1	-2.636	1	0	0	1.896	0	0	1	0.369	0	-0.11	0.684	-0.235	0.766
Kenya: Kenyans  Business  Health  Jobs  Life  Travel  Town  Nairobi  People http://rt.nu/l-817h via http://retweet.com	0	neutral	0	0	0	0	0	0	-3.307	1.995	0	1	0.3242492676	0	0	neutral	0	0	0	-1	-0.735	1	0	0	1.081	0	0	1	1.243	0	1.222	1.368	-0.138	1.279
@feltique Its a very sad loss especially to the fashion industry	0	negative	1	2	2	0	0	0	-3.159	1.145	-5	3	0.390625	0	-0.669921875	negative	1	1	0	-5	-4.479	1	0	1	1.096	0	1	1	0.533	-1.162	-1.276	0.712	0.437	0.033
@thatgirlizfancy http://tinychat.com/ayobitch fuck yo room drizzy..errybody thats in there come joint us = ]	0	negative	0	1	0	0	0	0	-2.546	0.867	-4	3	0.1564397812	0	0	neutral	0	0	0	-3	-1.28	2	0	0	1.837	0	0	1	0.112	-0.514	-0.03	0.212	0.565	-0.47
Thanks for nothing Mr. President: To the Editor:	0	positive	0	0	0	0	0	2	-0.448	3.258	0	2	0	0	0	neutral	0	0	1	-1	-0.592	1	0	0	1.519	1	0	2	0.414	0	0.395	0.502	-0.149	0.493
Video: luckyshirt: I?m a huge fan of movie scores. Big  dramatic  heart wrenching soundtracks. Thanks for... http://tumblr.com/xvf6c6763	0	positive	1	0	0	0	0	7	-1.358	6.327	0	1	0.3039169312	0	-1.0625	neutral	0	0	0	-1	-2.974	3	0	0	4.784	0	0	2	0.344	-0.06	0.248	0.42	-0.268	0.595
@shannonelizab http://twitpic.com/12m5z6 - hurry LobsterJustin...hurry and leave a comment like you do on every other one of Shannon's pics.	1	positive	1	0	0	1	1	2	-3.531	5.399	-1	1	0.2783203125	0	-0.5937538147	positive	1	1	0	-1	-1.067	1	0	0	1.3	0	0	2	0.882	0	0.422	1.309	-0.603	1.537
http://www.formspring.me/jasminlacinta You got it.. ask me anything	0	neutral	0	0	0	0	0	0	-1.684	1.289	0	1	0.001953125	0	0	neutral	0	0	0	-1	-0.706	1	0	0	0.181	0	0	1	0.128	0	0.062	0.101	0	0.22
off to a wack place i call school.	0	neutral	0	1	0	0	0	0	-2.094	0.315	0	2	0.1251802442	0	-0.6351685552	neutral	0	0	0	-1	-2.131	1	0	0	0.494	1	0	1	0.249	0	0.085	0.281	-0.105	0.516
#WhatsWorseThan dog shit on yo shoe and u track it in yo house	0	negative	0	1	0	0	1	0	-3.801	1.719	-4	2	0.0351409912	0	-0.3310546875	neutral	0	1	0	-2	-1.709	1	1	1	1.534	0	0	1	0.144	-0.092	-0.055	0.117	0.137	0.154
RIP Alexander McQueen. I can't believe this. :(	0	neutral	0	1	0	0	0	0	-1.992	1.614	0	3	0.140625	0	-0.078125	negative	0	0	0	-1	-3.693	1	0	0	1.151	0	0	1	0.238	-0.092	-0.053	0.419	-0.177	0.245
I favorited a YouTube video -- 12 A Historia de Lilly Braun http://youtu.be/04l5q-sT0Jo?a	0	positive	0	0	0	1	0	2	-0.776	3.59	0	1	0	0	-0.15625	neutral	0	0	0	-1	-0.641	1	0	0	2.437	0	0	2	0	0	0	0	0	0
The 'Miss Me Yet?' billboard. My answer would be absolutely not. http://ow.ly/16oVf	0	negative	0	0	0	0	0	0	-2.406	2.307	0	3	0.5001220703	0	-1.0070800781	neutral	0	0	0	-2	-1.786	1	0	0	1.046	0	0	2	0.712	0	0.695	0.195	-0.138	1.383
New blog post Sylvania 68846 H44GS-100/MDSKSP Mercury Vapor Black Light here: http://ping.fm/njW7O	0	neutral	1	0	1	0	0	0	-0.396	2.724	0	1	0.0766361037	0	-0.0415106416	neutral	1	1	0	-1	-0.022	1	0	0	3.031	0	0	1	0.162	-0.032	0.017	0.148	-0.216	0.396
i'm going to buy vanity fair because the maine's in it. i'm lame.	0	negative	1	2	2	1	0	2	-3.799	0.957	-2	2	0.26953125	0	-0.8100509644	neutral	0	1	1	-3	-3.176	2	0	0	2.123	0	0	1	0.561	0	0.459	0.962	-0.468	0.729
If he ever sees that I blipped it; He'll know! But  it applies to me too! ? http://blip.fm/~krhnh	0	positive	0	0	1	0	0	0	-5.409	3.771	0	2	0.080871582	0	-0.09375	neutral	0	0	0	-1	-2.052	1	0	0	0.416	0	0	2	0.169	0	-0.013	0.278	-0.116	0.357
Porsche 911 GT3 RS Hybrid http://bit.ly/ctJypB (via @joshuabaer) // me likey. but  they need to pick up the pace on production cars.	0	neutral	0	0	0	0	1	0	-4.039	3.547	0	1	0.0849609375	0	-0.2097015381	neutral	0	0	2	-1	-1.997	2	0	0	2.522	0	0	1	1.026	0	0.54	1.527	-0.791	1.73
@BossCampbell Just drink a bottle of bleach and stop bothering people.	0	neutral	1	1	0	0	0	0	-3.445	0.437	-1	3	0.1735839844	0	-0.0656728745	positive	1	1	0	-1	-1.633	1	0	1	1.512	0	0	1	0.335	0	0.059	0.573	-0.227	0.598
Kevin Falness checks in for the Minnesota Wild Post-Post-game show on WCCO!	1	neutral	0	1	1	0	0	0	-1.134	1.494	0	1	0.1795940399	0	0	neutral	0	1	0	-1	-0.923	1	0	0	1.209	1	0	1	0.253	-0.046	-0.029	0.289	-0.114	0.467
Breaking the news to my students that most of them suck at writing. Today's going to be a good day.	1	negative	1	2	0	1	1	3	-2.564	2.039	-3	2	0.9204122443	1	-0.25	neutral	0	1	1	-2	-3.344	2	0	0	3.284	1	0	2	1.235	-0.026	0.925	1.487	-0.287	1.503
RT @MONALISALUV #petpeeve the belief that material possessions make you better than the next person.	0	neutral	1	0	0	1	0	2	-4.406	2.635	0	2	0.8601990045	0	-0.03125	neutral	0	0	0	-1	-0.091	1	0	0	2.609	0	0	1	0.822	0	0.145	1.303	-0.417	1.548
I've had culture shock all my life. Good times.	2	negative	1	1	1	1	1	3	-1.008	1.535	-2	2	1.4593831915	1	-0.0927124023	neutral	0	1	2	-3	-1.338	2	0	1	1.086	1	1	2	1.031	0	1.053	1.289	-0.155	0.909
Let the rain fall down :S	0	neutral	0	1	2	0	0	0	-0.124	0.177	0	1	0.046601883	0	-0.0703125	neutral	1	1	0	-1	-2.032	1	0	0	2.147	0	0	1	0.227	-0.031	-0.134	0.337	-0.207	0.477
RT @footymad: Man. Utd.: Giggs elbow concern for United http://bit.ly/aiv9h1	0	neutral	0	1	1	0	0	1	-1.034	1.402	0	2	0.1611328125	0	-0.0625	neutral	0	0	1	-1	-1.637	1	0	1	2.287	1	0	1	0.171	-0.085	-0.311	0.699	-0.497	0.367
Watch Samson & Delihja (stop motion i made today!) on Vimeo! http://vimeo.com/9374223	0	positive	0	0	0	0	2	0	-1.702	1.531	-1	1	0.5224609375	0	-0.035399437	positive	0	0	0	-1	-1.393	2	0	0	2.09	0	1	2	0.087	-0.033	-0.026	0.038	-0.037	0.141
like how you guys think that my thesis topic is boring. i mean  i already know it is. no need to keep telling me repeatedly.	0	negative	1	1	1	1	0	2	-6.606	2.029	-4	3	0.5311775208	0	-0.513671875	negative	0	1	0	-2	-5.395	1	0	0	2.857	0	0	2	0.79	-0.07	0.191	1.711	-1.235	1.492
@mikerlawson lol no you did not and..... why does that not surprise me?	1	positive	0	0	0	0	0	3	-5.878	2.146	-1	2	0.01171875	1	-1.3984375	negative	0	0	1	-1	-3.848	2	0	0	0.58	0	1	2	0.423	0	-0.167	-0.393	-0.29	0.447
Lmaoooo  anyways  G'morning my tweets; hope your day will be as wonderful as mine!	2	positive	3	0	0	1	1	6	-3.1	5.077	0	1	0.9068603516	2	-0.1875	positive	0	0	2	-1	-0.589	4	0	0	4.524	2	0	3	1.223	0	0.759	1.767	-0.029	1.054
The Story of my Life:) http://ow.ly/i/tJs #MNIG	0	neutral	0	0	0	0	0	0	-0.046	0.578	0	1	3.0517578125E-5	0	-0.09375	neutral	0	0	0	-1	-0.366	2	0	0	0.705	0	0	1	0.399	0	0	1.026	0	0.173
I posted 10 photos on Facebook in the album Triathlon/Duathlon/VTT/Trail http://fb.me/5l8UrSF	0	neutral	0	0	0	0	0	0	-1.414	2.296	0	1	0.03125	0	-0.03125	neutral	0	0	0	-1	-0.673	1	0	0	2.433	0	0	1	0.158	0	0.075	0.161	0	0.238
Design your own shirts  caps  mugs and more.	0	neutral	0	0	0	0	0	0	-1.793	3.101	0	1	0.0119018555	0	0	neutral	0	0	0	-1	0	1	0	0	0.827	0	0	1	0.446	0	0.137	0.57	-0.253	0.762
Apple : Tech Today: Google Jolts Telecom Rivals; Apple Is in TV-Pric - http://www.askbiography.com/bio/Apple.html	0	neutral	0	0	0	0	0	0	-0.677	2.187	0	2	0.078125	0	-0.0625	neutral	0	0	0	-1	-1.323	1	0	0	2.129	0	0	1	0	0	0	0	0	0
Desperate bid to catch flight lands father and son in custody: A desperate bid to catch a? http://goo.gl/fb/JlGe	2	negative	0	2	2	0	0	0	-6.112	1.117	-6	3	9.765625E-4	0	-0.7049560579	neutral	0	2	0	-3	-4.149	1	0	0	2.925	2	0	1	0.439	-0.133	-0.217	1.265	-0.74	0.609
RT @MoneAlicia: @IAMSEANO Jealous....I need to be having breakfast with u. << All gone :)	0	negative	0	0	0	0	0	0	-3.273	1.925	0	3	0.3438720703	0	-0.380859375	negative	0	0	1	-3	-1.96	1	0	0	1.96	0	0	1	0.546	0	0.065	1.036	-0.774	1.309
RT @ClassicRockMag: Dio cancer latest: http://bit.ly/aa3gVW	0	neutral	0	1	1	0	0	0	-0.903	1.046	-1	1	0.03125	0	-0.0625	neutral	1	1	0	-1	-1.041	1	1	1	0.363	0	1	1	0	-0.564	0	0	-0.873	-0.819
@Theo_Chipmunk *nods and finishs them the pulls out a cookie* mmm	0	positive	0	0	0	0	0	0	-0.65	2.481	0	1	0	0	-0.0648841858	positive	0	0	0	-1	-0.19	2	0	0	3.952	0	0	2	0.33	0	0	0.399	-0.057	0.648
@CoolKid__Sam Yeeea...scuzzin bluzzin im in the cribberzzz  my fault for not seein yur tweet  dylan online rite now.	0	negative	0	1	1	0	0	0	-5.963	2.576	0	2	0.0625	0	-0.8212890625	neutral	1	1	0	-2	-3.265	1	0	0	2.357	0	0	2	0.74	-0.598	0.039	0.698	0.733	0.695
Game review: Magic (36-17 ) 107  Bulls (25-26) 87: Chicago  activity their 4th mettlesome in 5 nights  and withou... http://bit.ly/a3oIEQ	0	neutral	1	0	1	1	0	0	-1.819	1.5	0	1	0.0645141602	0	-0.039642334	neutral	0	0	0	-1	-1.921	1	0	0	4.418	0	0	1	0.87	0	0.793	-0.718	-0.118	0.591
@solarfund That's so sad! RIP Walt Ratterman.....my heartfelt sympathy to his family  friends and colleagues.	0	negative	2	2	2	1	0	5	-8.237	2.106	-2	3	0	1	-0.703125	negative	2	0	2	-5	-6.293	1	0	0	1.472	1	0	2	1.368	-0.092	1.005	2.152	-0.997	1.662
@warls The Theme is here : http://bit.ly/49ahfO	0	neutral	0	0	0	0	0	0	-0.103	0.893	0	1	0.03125	0	0	neutral	0	0	0	-1	-0.137	1	0	0	0.744	0	0	1	0.179	0	0.15	0.06	-0.198	0.5
Jack Nicklaus  Gary Player  Arnold Palmer  Lee Trevino and Greg Norman have more than a couple things...http://ChrisAndDick.wordpress.com	0	neutral	0	0	0	0	0	0	-0.925	1.983	0	1	0.09375	0	-0.1952543259	neutral	0	1	0	-1	-1.424	1	0	0	4.993	0	0	1	0.486	0	0.152	0.827	-0.323	0.914
@MissKahla i was playing with you :( so where do you want to go	0	positive	1	0	0	0	0	1	-2.155	1.989	0	2	7.324796315515414E-4	0	-0.4076805115	neutral	0	0	0	-1	-2.69	1	0	0	0.596	0	0	2	0.402	0	0.159	0.715	-0.452	0.781
@Peyton_Michelle ah righttt. they're good then  yeah? I've not heard of them. ..you should recommend some songs for me to download. :)	1	positive	2	0	0	2	1	6	-4.402	5.934	0	2	1.3333761115	1	-0.65625	positive	0	0	2	-1	-2.042	2	0	0	2.572	2	0	2	1.289	-0.036	1.056	1.516	-0.283	1.382
bad weather on holiday X( X( have nothing but to sleep in a warm room with a comfortable bad..	0	negative	2	2	2	2	1	3	-2.049	1.408	-6	3	0.5302734375	1	-1.1655607224	negative	2	2	1	-2	-5.302	2	2	2	6.667	0	2	2	0.776	-0.418	0.223	0.865	-1.227	1.037
thinkin i should wash my hair before i get it done tomorrow... decisions decisions... hmmm	0	positive	0	0	0	0	1	0	-3.354	0.867	0	2	0.3242836008	0	-0.09375	neutral	0	0	0	-1	-2.309	1	0	0	1.962	0	0	2	0.387	-0.034	-0.018	-0.204	-0.166	0.725
starting to really love When I Look At You by Miley. It's a really sweet song.	1	positive	2	0	0	2	1	5	-2.896	5.374	0	1	1.3466148376	2	-0.34375	positive	0	0	2	-1	-2.266	3	0	0	3.462	1	0	4	0.607	0	0.585	0.403	-0.144	0.979
Cholesterol Linked to Alzheimer?s: Article In NY Times. Bios Life Slim for natural cholesterol reduction http://budurl.com/n4y4	0	neutral	2	0	0	0	0	1	-1.216	2.608	0	1	0.3438110352	0	-0.125	neutral	0	0	1	-1	-2.945	1	0	0	1.654	0	0	1	1.373	0	1.321	1.397	0.038	1.57
@LizzyNY Hi Lizzy. I know you guys really got a lot of snow. They closed our New York office yesterday at 11:30	0	neutral	0	0	0	0	0	0	-2.809	3.639	0	2	0.6723022461	0	-0.3471679688	negative	0	0	0	-1	-4.817	1	0	0	5.579	0	0	1	0.512	-0.07	0.264	0.625	-0.251	0.687
i currently have a gay man with an english accent fixing my washing machine. this is awesome.	0	positive	1	0	0	1	0	4	-0.914	2.97	0	1	1.0810546875	0	-0.3744535446	positive	0	0	0	-2	-2.804	3	0	0	3.609	1	0	3	0.27	0	0.115	0.394	-0.24	0.541
chels303	0	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Charlie Wilson  US politician who secretly funded CIA in Afghanistan  dies http://tumblr.com/xpq6cev4y	0	neutral	0	1	0	0	0	0	-10.432	3.531	0	2	1.220703125E-4	0	-0.375	neutral	0	0	0	-1	-2.592	1	0	0	0.49	0	0	1	0.072	0	0.023	0.223	-0.081	0.053
All of a sudden I feel incredibly lonely...I blame the cold weather and hormones...and V-day...damnit  where are my pills?	1	negative	1	2	2	1	0	0	-3.214	0.583	-2	4	0.3721866608	0	-1.8455924988	negative	0	2	0	-4	-5.547	1	1	1	2.771	0	0	1	0.975	-0.283	-0.177	0.226	-0.732	1.067
@Teylore im recording these songs tryna finish up my mixtape	0	neutral	0	0	0	0	0	0	-2.351	1.754	0	1	0.0562057495	0	0	neutral	0	0	0	-1	-1.912	1	0	0	2.689	0	0	1	0.1	0	0	0.202	-0.071	0.169
RT @colingilchrist: Alexander McQueen  the rumours are true. Poor boy RIP.	0	negative	1	3	2	0	0	2	-4.784	3.18	-2	2	0.1537704468	1	-0.275390625	negative	0	1	1	-2	-4.938	1	1	0	1.231	1	0	2	0.082	-0.031	0	0.074	-0.094	0.173
:| I can't wait to move out  just so I can decorate and have a decent looking  tidy  clean house/flat  instead of this shithole.	0	negative	4	0	0	3	1	2	-2.555	2.956	0	3	1.0693045174	1	-0.3924627304	neutral	0	1	2	-2	-5.062	2	0	0	2.151	1	0	1	1.333	-0.073	0.99	1.156	-0.572	2.213
@DMBarlow Ha - no not yet. But I will! :)	0	positive	1	0	0	0	0	2	-2.318	2.34	-1	2	0.00390625	0	-1.0546875	positive	0	0	0	-1	-2.93	2	0	0	0.499	0	0	2	0.233	0	-0.071	0.509	-0.252	0.514
Taking time off line to pray for friends  mentors and partners in ministry. Challenging times  need to focus and take faith steps	1	positive	2	1	1	1	3	2	-2.298	4.334	0	2	0.821351055	3	-0.4379882813	neutral	0	0	4	-1	-1.441	2	0	0	3.907	3	1	2	3.058	-0.042	2.458	2.968	-0.688	4.309
@Krystalala I think this reply is going to be even longer than our last.	0	neutral	1	0	0	0	0	0	-3.116	0.364	0	1	0.0200945139	0	-0.34375	negative	0	0	0	-1	-2.937	1	0	0	0.327	0	0	1	0.307	0	-0.112	0.591	-0.247	0.802
RT @Tiana2Hot: #petpeeve ppl being over-affectionate in front of me..its not me hating it just makes me sick!..Ex:no I luv u snookie bear..ooh yes I do	0	negative	2	2	1	0	0	1	-6.738	2.819	-5	3	0.4226074219	0	-0.9765281677	negative	1	2	0	-4	-6.502	1	1	1	3.717	0	0	3	0.387	0	-0.028	0.797	-0.434	0.827
Tomorrow my husband is coming to visit. And enjoy our 2 year anniversary.	0	positive	1	0	0	1	3	2	-0.092	2.927	0	1	0.4453125	1	-0.033203125	positive	0	0	2	-1	-1.32	2	0	0	4.622	1	0	3	0.74	0	0.775	1.291	-0.213	0.368
RT @stephiexL: lmao night twiggas & tweeties. *> twiggas and twitches sounds better lol B)	0	positive	1	0	0	1	0	9	-2.576	5.781	0	1	0.5506286621	0	-0.0029296875	positive	0	0	0	-1	-0.21	1	0	0	5.208	0	0	3	0.276	0	0.059	0.478	-0.339	0.629
RT @MyTrainerBob: I'm trying to get people to try a yoga workout for those of you that have never it. It's a great stress reliever and awesome workout..xo	0	positive	2	1	3	2	0	7	-5.289	6.17	0	1	1.1282386789	0	-1.3119535446	positive	0	1	0	-2	-2.655	3	0	0	7.114	0	0	3	2.721	-0.583	0.909	2.722	-0.555	3.338
Hmm...I need to ask Joe who his groomsmen and best man are. And we need to decide on a date. And our honeymoon. Meh.	1	positive	2	0	0	1	1	3	-4.306	3.906	0	2	0.3271484375	1	-0.2321777344	neutral	0	0	1	-1	-2.221	1	0	0	3.834	1	0	2	0.557	-0.057	0.176	0.987	-0.773	1.108
Euro MPs block data deal with US: The European Parliament has blocked a key agreement that allows US ... http://bit.ly/99a2fO #BreakingNews	1	neutral	2	0	1	0	1	1	-6.07	3.076	-2	1	0.1250038147	1	-0.0640566945	neutral	0	0	2	-1	-3.079	1	0	0	1.292	3	0	1	1.159	0	0.845	0.969	-0.234	1.989
New blog post NewAppIdea.com Website Podcast Review | Bring Your App Idea To Market! here: http://ping.fm/myOxt	0	positive	0	0	0	0	0	0	-1.972	6.181	0	1	0.2399291992	0	-2.44140625E-4	neutral	0	0	0	-1	-0.372	1	0	0	3.634	0	0	2	0.418	-0.032	0.054	0.556	-0.465	0.848
@pocketkip Hahahaha! If you wanted to be extra bitchy  you could've streamed it via UStream!	0	positive	0	1	1	0	0	0	-3.253	4.166	0	3	0.7071533203	0	-0.625	positive	0	0	1	-2	-3.354	1	0	0	2.111	0	0	3	0.259	0	-0.044	0.41	-0.239	0.649
from 11pm tonight  it's Rubbermench with Andy Wilson  an Indie Rock and Pop EXPLOSION! in O2 ABC2  Drinks from ?1!!!! http://bit.ly/cbTrrE	2	positive	0	0	0	0	0	0	-0.643	6.097	0	1	0.0393981934	0	-0.75	positive	0	2	1	-1	-2.12	1	0	0	4.899	0	1	2	0.464	0	0.153	0.657	-0.325	0.904
@CassieGallant hello im jennas bet friend she told me to add you because ur rly cool	0	positive	1	0	0	1	0	1	-4.021	5.517	0	1	0.1640625	1	-0.0145263672	positive	0	0	2	-1	-2.726	3	0	0	1.196	1	0	2	1.222	0	1.172	1.069	-0.394	1.929
Directory Of Ezines.: Earn $90 Per Sale! Ezine Advertising Is Hot And Proven Effective! Now In Our 10th Year  Char... http://bit.ly/c959Zr	0	positive	2	0	0	3	0	2	-3.175	6.603	0	1	0.328125	0	-0.0430951118	neutral	0	0	2	-1	-1.63	2	0	1	3.314	2	0	2	0.573	-0.025	0.098	1.287	-0.074	0.413
Bill: Dorian Gray (por Fucker Berrouz) http://bit.ly/cq7i63	0	negative	0	0	0	0	0	0	-0.877	1.196	-5	2	0	0	-0.0782470703	neutral	1	0	0	-3	-1.481	1	1	0	0.794	0	0	1	0	0	0	0	0	0
So john mayer said the n word. I said crack/honkie 46 times today. Is my penis racist I think not. I like wh girls to. @MARLONLWAYANS	0	positive	1	1	1	1	0	2	-5.891	2.875	-3	3	0.5157470703	0	-0.8125	positive	0	1	1	-1	-4.467	1	1	0	4.314	1	0	2	0.567	-0.042	0.531	0.866	-0.5	0.678
Please ReTweet (http://caltweet.com/3vl ) - @fidris and @IzzyTheCoolest Bday <-- RSVP HERE	0	positive	1	0	0	0	0	1	-1.484	3.42	0	1	0.09375	0	0	neutral	0	0	0	-1	-0.022	1	0	0	0.935	0	0	2	0.339	0	0.308	0.406	-0.485	0.789
Bait is too 08 kita! Somethin new please! #noshade RT @MissKitaKatt: He the bait but his phone is shot the hell up!	1	positive	1	3	4	0	0	1	-4.965	2.817	-4	2	0.3460388184	0	-0.859375	neutral	2	4	0	-2	-3.81	1	1	2	1.802	2	4	3	0.582	-0.089	-0.037	1.028	-0.579	1.101
Find art retreats  painting  photography and other creative courses throughout Europe. Go to krazart! http://bit.ly/bjYrcy	1	positive	1	0	0	1	1	2	-0.723	3.647	0	1	0.3132324796	1	-0.378405571	neutral	1	0	2	-1	-1.243	2	0	0	4.926	0	0	2	0.549	0	0.021	0.917	-0.239	1.019
I used to sit around & draw pictures of dicks ! Dicks ? Like a man dick ?! Lmfaooo ! Superbad is my shxt ! Haha	0	positive	1	1	0	1	0	5	-6.729	4.45	-4	1	0.3848876953	0	-0.34375	positive	0	0	0	-1	-3.303	3	0	0	3.694	0	0	2	0.375	-0.025	0.449	0.519	-0.303	0.414
RT @MYLANisCOOL: @capitolroots banner is done! Check them out at www.capitolroots.com :D http://tweetphoto.com/11065450	0	positive	0	0	0	0	0	0	-0.667	3.188	0	1	0.2651283749	0	-0.0648841858	positive	0	0	0	-1	-0.375	1	0	0	0.922	0	0	2	0.205	0	-0.004	0.365	0	0.254
