content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust
But @Apple,  the App Store App could really use TABS.	2011-10-17 17:06:43	125981074114359000	noUser	apple	0	1	0	0	2	0	0	neutral	0	0	2	0.4571228027	0	neutral	-1	0	1	0	0	0	0	0	0
RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple	2011-10-17 17:06:06	125980918220464000	noUser	apple	1	2	1	2	3	0	0	neutral	1	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
@pkedrosky @apple I am just waiting for my conf email from iCloud.	2011-10-17 17:05:08	125980676653724000	noUser	apple	2	1	0	0	1	0	0	neutral	1	-0.0625	2	0.2976074219	0	neutral	-1	0	0	0	0	0	0	0	0
@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?	2011-10-17 17:05:04	125980659415138000	noUser	apple	7	3	1	3	2	3	-6	negative	2	-0.75	5	0.923828125	3	negative	-3	1	1	1	1	1	3	1	0
#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination	2011-10-17 17:04:54	125980615664337000	noUser	apple	1	1	0	0	3	0	0	neutral	0	-0.0014648438	4	0.1885910034	1	neutral	-1	0	1	1	0	1	1	0	0
Apple has started an investigation on my iTunes hacker, thank you @apple. Thank you	2011-10-17 16:59:49	125979338846900000	noUser	apple	2	2	2	4	3	0	0	positive	2	-0.171875	2	0.09375	0	neutral	-1	0	1	0	0	0	0	0	0
Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple	2011-10-17 16:59:23	125979228452819000	noUser	apple	1	2	1	2	3	0	0	neutral	1	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!	2011-10-17 16:56:46	125978568726561000	noUser	apple	3	2	0	0	4	2	-4	positive	0	-0.2890625	1	0.2811889648	1	neutral	-1	0	0	1	0	0	1	0	0
4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple	2011-10-17 16:56:23	125978473712980000	noUser	apple	3	2	0	0	4	2	-4	positive	0	-0.2890625	1	0.2811889648	1	neutral	-1	0	0	1	0	0	1	0	0
1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps &amp; folders missing @apple do  how much time went in2 orging it? #fail	2011-10-17 16:56:18	125978454146552000	noUser	apple	6	2	1	1	3	3	-6	negative	3	-1.543056488	3	0.5657958984	2	negative	-2	0	1	1	0	2	1	0	1
Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...	2011-10-17 16:55:39	125978290367382000	noUser	apple	2	2	1	3	9	0	0	neutral	1	-0.67578125	2	0.40625	0	positive	-1	0	1	1	0	0	0	0	0
@PrJusto Don't question the @Apple they will remember your dissent!	2011-10-17 16:47:00	125976113657823000	noUser	apple	2	2	0	0	0	0	0	negative	1	-0.1288719177	3	0.4337158203	1	positive	-1	0	0	0	0	0	0	0	0
Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple	2011-10-17 16:45:40	125975779447292000	noUser	apple	1	1	0	0	4	0	0	neutral	0	-0.0078125	5	0.1441040039	0	neutral	-1	0	0	0	0	0	0	0	0
Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.	2011-10-17 16:42:24	125974955983770000	noUser	apple	4	2	0	0	2	1	-1	neutral	1	-0.5894775391	3	0.1786346436	2	negative	-1	1	0	0	2	0	0	0	0
@apple: Multiple times siri is &quot;having trouble connecting to the network.&quot;  Siri needs servers (and some exercise!)	2011-10-17 16:42:07	125974886006006000	noUser	apple	2	2	0	0	1	1	-2	negative	0	-0.5795898438	3	0.6640625	1	neutral	-1	0	0	0	0	0	0	0	0
So my iMessage still isn't working! @apple	2011-10-17 16:41:49	125974810021999000	noUser	apple	1	2	0	0	1	0	0	negative	0	-0.0405864716	1	0.01953125	0	negative	-1	0	0	0	0	0	0	0	0
.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear	2011-10-17 16:40:37	125974505385501000	noUser	apple	3	1	0	0	6	0	0	positive	1	-0.06640625	4	0.1760902414	0	neutral	-1	0	1	0	0	0	0	0	0
@apple why can't I have your awesome iOS5 notification center on my lockscreen? You are encouraging me to jailbreak again. #lockscreeninfo	2011-10-17 16:40:35	125974497546338000	noUser	apple	2	3	1	4	7	0	0	neutral	2	-0.1557035446	4	1.0468444824	0	negative	-1	0	1	0	1	0	0	0	0
RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?	2011-10-17 16:40:00	125974351035118000	noUser	apple	3	3	2	5	4	0	0	negative	3	-0.771484375	3	0.072265625	0	negative	-1	0	1	0	0	0	0	0	0
dear @apple, why you gotta go change the way &lt;input type=&quot;number&quot;&gt; is handled out of the blue?	2011-10-17 16:36:11	125973390283653000	noUser	apple	2	2	1	2	2	0	0	negative	1	-0.0032272339	4	0.3851364236	0	neutral	-1	0	0	1	0	1	0	0	0
New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE	2011-10-17 16:34:10	125972882240188000	noUser	apple	0	2	0	0	2	0	0	neutral	0	0	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0
@apple What's so hard about showing the next 10 calendar events on the new notification screen? Not only for the next 24 hours. #fixthisnow	2011-10-17 16:27:42	125971256335024000	noUser	apple	6	1	0	0	6	1	-1	neutral	0	-1.1909521222	4	0.3218994141	1	negative	-1	0	1	0	0	0	0	0	0
Ugh. WTF is up with all the bottlenecks @paypal @apple?	2011-10-17 16:22:26	125969932285514000	noUser	apple	0	1	0	0	0	1	-4	negative	0	0	2	0.3974609375	1	negative	-4	0	0	0	0	0	0	0	0
Over the weekend, @Apple sold more than 4,000,000 iPhones. Thatâ€™s about 16 iPhones sold every second.	2011-10-17 16:21:26	125969677997453000	noUser	apple	0	2	0	0	3	0	0	neutral	0	0	6	1.1015014648	0	neutral	-1	0	0	0	0	0	0	0	0
So incredibly frustrated with @apple right now. iOS update is a major fail 	2011-10-17 16:20:44	125969502587466000	noUser	apple	6	1	0	0	2	2	-4	negative	2	-1.0453408323	1	0.0081481934	2	negative	-5	0	0	0	0	0	1	0	0
how do you sync gmail contacts with your iphone? help please! @apple @gmail	2011-10-17 16:19:15	125969128514261000	noUser	apple	2	3	2	3	1	0	0	neutral	2	-0.1388206482	1	0.09375	0	neutral	-1	0	0	0	0	0	0	0	0
Loving these names. &quot;@Google Chases @Apple With Ice Cream Sandwich&quot; - http://t.co/u3LchmGD #mobile	2011-10-17 16:13:01	125967560171721000	noUser	apple	0	4	1	2	2	0	0	neutral	0	0	3	0.7900390625	0	positive	-1	2	2	0	1	0	0	1	0
YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?	2011-10-17 16:11:18	125967126912713000	noUser	apple	3	2	0	0	5	1	-2	neutral	0	-0.6400756836	0	0	2	negative	-1	0	0	0	0	0	0	0	0
+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!	2011-10-17 16:08:21	125966385259098000	noUser	apple	1	2	1	1	3	0	0	negative	1	-0.001159668	1	0.09375	0	neutral	-1	0	1	0	0	0	0	0	0
@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!	2011-10-17 16:06:46	125965988146586000	noUser	apple	1	2	1	1	3	0	0	negative	1	-0.001159668	1	0.09375	0	neutral	-1	0	1	0	0	0	0	0	0
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?	2011-10-17 16:06:14	125965853769478000	noUser	apple	3	3	2	5	4	0	0	negative	3	-0.771484375	3	0.072265625	0	negative	-1	0	1	0	0	0	0	0	0
Going to the @apple store today to get this laptop situation figured out	2011-10-17 16:05:06	125965569659896000	noUser	apple	3	1	0	0	3	0	0	neutral	0	-0.3148841858	2	0.0918617258	0	neutral	-1	0	1	0	0	0	0	0	0
any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious	2011-10-17 16:00:07	125964314220831000	noUser	apple	2	2	2	5	2	1	-3	negative	2	-0.6421661377	7	1.2462822814	2	neutral	-3	2	1	1	1	2	2	3	1
gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance	2011-10-17 15:57:58	125963773176582000	noUser	apple	1	2	0	0	5	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
@Apple - #Siri is not working due to &quot;network problem&quot;? Seriously? Can you fix this? #iPhone4s #Fail	2011-10-17 15:55:56	125963262733992000	noUser	apple	3	1	0	0	2	1	-2	negative	0	-0.9583129883	2	0.0703125	2	negative	-2	0	0	0	0	0	0	0	0
Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri	2011-10-17 15:53:34	125962667541271000	noUser	apple	2	2	1	3	3	0	0	neutral	1	-0.125	3	0.6407470703	0	neutral	-1	0	0	0	0	0	0	0	0
Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH	2011-10-17 15:53:20	125962608519037000	noUser	apple	4	3	2	4	4	0	0	neutral	1	-0.53125	4	0.8415527344	1	positive	-1	0	0	0	0	0	0	0	0
@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.	2011-10-17 15:50:55	125961999791309000	noUser	apple	3	1	0	0	1	0	0	negative	0	-0.9375	1	0.234375	0	negative	-1	0	0	0	0	1	0	0	0
@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now	2011-10-17 15:50:06	125961793926476000	noUser	apple	5	1	0	0	3	1	-2	negative	1	-0.2138856016	0	0	1	negative	-2	0	1	1	0	1	1	0	0
RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?	2011-10-17 15:47:05	125961033348153000	noUser	apple	1	1	0	0	2	0	0	neutral	0	-0.0625	3	0.15625	0	neutral	-1	0	0	0	0	0	0	0	0
Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?	2011-10-17 15:44:43	125960438981734000	noUser	apple	1	1	0	0	2	0	0	neutral	0	-0.0625	3	0.15625	0	neutral	-1	0	0	0	0	0	0	0	0
@iancollinsuk @apple I like what you did there...!	2011-10-17 15:44:16	125960325437723000	noUser	apple	1	2	1	2	1	0	0	positive	1	-0.03125	1	0.1801757813	0	positive	-1	0	0	0	0	0	0	0	0
See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!	2011-10-17 15:43:05	125960026891362000	noUser	apple	5	2	0	0	0	0	0	negative	0	-1.16796875	4	0.1491128206	0	neutral	-3	0	1	0	0	0	0	0	0
I just sent my grandma a post card using my #CardsApp thanks @Apple	2011-10-17 15:39:14	125959059957486000	noUser	apple	3	2	1	2	4	0	0	positive	1	-0.0939941406	2	0.1804199219	0	positive	-1	0	0	0	0	0	0	0	0
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable	2011-10-17 15:38:51	125958961269703000	noUser	apple	2	2	1	2	1	0	0	negative	2	-1.25	5	1.2895507813	0	negative	-1	1	0	0	2	0	0	0	0
This!!!!!! RT @DennieB_15 ..... Um why No black peopleâ”â”â”@Apple	2011-10-17 15:37:49	125958702455988000	noUser	apple	2	2	0	0	1	1	-1	neutral	0	-0.1897040009	0	0	1	neutral	-1	0	0	0	0	1	0	0	0
..... Um why No black peopleâ”â”â”@Apple	2011-10-17 15:37:07	125958525708022000	noUser	apple	2	1	0	0	1	1	-1	neutral	0	-0.1897040009	0	0	1	negative	-1	0	0	0	0	1	0	0	0
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable	2011-10-17 15:36:29	125958368773943000	noUser	apple	2	2	1	2	1	0	0	negative	2	-1.25	5	1.2895507813	0	negative	-1	1	0	0	2	0	0	0	0
too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq	2011-10-17 15:35:29	125958117086347000	noUser	apple	4	1	0	0	4	0	0	neutral	0	-0.3587942123	0	0	1	negative	-1	0	0	0	0	0	0	0	0
@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PCâ€¦ just incase *hides gun*	2011-10-17 15:34:55	125957972466737000	noUser	apple	3	1	0	0	3	2	-2	neutral	2	-0.2182035446	3	0.3986816388	0	positive	-1	0	0	2	0	1	2	0	1
@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone	2011-10-17 15:34:53	125957965109932000	noUser	apple	1	2	2	3	6	0	0	neutral	3	-0.0625	5	0.5054016412	0	neutral	-1	0	0	0	1	0	0	0	0
Spoke to an @Apple rep on phone &amp; could hear her tv blaring in the bg.  She said, &quot;I can't actually help u, just direct u back to the web&quot;	2011-10-17 15:29:05	125956505768960000	noUser	apple	4	2	1	2	9	0	0	negative	3	-0.4826049805	5	0.5090332609	0	neutral	-1	0	0	0	0	0	0	0	0
What's wrong with Siri today @apple	2011-10-17 15:28:41	125956403574747000	noUser	apple	1	1	0	0	0	1	-2	negative	0	-0.4898071289	1	0.078125	1	neutral	-2	0	0	0	0	0	0	0	0
@Apple Siri is down!	2011-10-17 15:28:21	125956319344722000	noUser	apple	0	2	0	0	0	0	0	negative	0	0	1	0.0436720997	1	neutral	-1	0	0	0	0	0	0	0	0
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.	2011-10-17 15:21:43	125954651152593000	noUser	apple	3	2	1	3	3	1	-1	negative	1	-0.66015625	2	0.4686923027	1	negative	-1	0	0	1	0	1	1	0	0
Sorry @BlackBerry, I'm moving to @Apple.	2011-10-17 15:20:54	125954443643589000	noUser	apple	2	1	0	0	0	1	-1	positive	1	-0.140625	1	0.15625	1	negative	-2	0	0	0	0	0	0	0	0
on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.	2011-10-17 15:17:33	125953600861127000	noUser	apple	5	1	0	0	3	1	-1	negative	0	-1.109375	5	0.4577656975	1	negative	-3	0	0	0	0	0	0	0	1
@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.	2011-10-17 15:08:25	125951303770845000	noUser	apple	2	1	0	0	7	0	0	neutral	0	-0.125	4	0.4165229797	0	neutral	-1	0	0	0	0	0	0	0	0
Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...	2011-10-17 15:06:59	125950941349421000	noUser	apple	6	2	1	2	2	0	0	neutral	2	-0.2017860413	1	0.2172011719	0	positive	-1	0	0	0	0	0	0	0	0
I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple	2011-10-17 15:05:15	125950505389273000	noUser	apple	5	1	2	3	2	0	0	neutral	1	-0.7377929688	0	0	0	neutral	-1	1	1	0	0	0	0	1	0
So apparently that's not the correct @apple	2011-10-17 15:03:20	125950026181648000	noUser	apple	2	1	0	0	1	0	0	neutral	1	-0.6582641602	1	0.4375	0	neutral	-1	0	0	0	0	0	0	0	0
I love @apple &amp; I love my phone.. but ever since this damn update my texts keep saying they're full when there are none &amp; that's a PROBLEM!!	2011-10-17 15:02:23	125949784677810000	noUser	apple	7	3	2	6	7	2	-6	neutral	2	-1.0625	3	0.7084960938	2	neutral	-3	2	0	1	0	1	1	0	1
#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!	2011-10-17 14:57:05	125948450620703000	noUser	apple	7	2	2	4	3	0	0	neutral	2	-0.779296875	4	0.4068603516	0	positive	-1	0	0	0	0	0	0	0	0
@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to &quot;Will it blend?&quot; Glad to hear it's still alive.	2011-10-17 14:54:56	125947912306954000	noUser	apple	1	2	3	6	6	0	0	positive	2	-0.0405864716	5	1.00390625	0	positive	-1	3	2	0	2	0	0	0	0
1. Will @Apple ever design and manufacture a HDTV? 2. Why haven't they forayed into this market before?	2011-10-17 14:53:09	125947460592996000	noUser	apple	4	1	0	0	6	0	0	neutral	1	-0.3275785446	2	0.0158081055	0	neutral	-1	0	0	0	0	0	0	0	0
Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple	2011-10-17 14:52:14	125947232359948000	noUser	apple	2	2	0	0	8	0	0	positive	0	-1.125	4	0.1763305664	0	neutral	-1	0	0	0	0	0	0	0	0
@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO	2011-10-17 14:46:38	125945821240885000	noUser	apple	3	1	1	2	2	1	-3	negative	2	-0.7109031677	4	0.7445386127	2	neutral	-2	0	0	0	1	1	1	0	1
Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after, over 4million iPhone 4S sold in 3days!?!	2011-10-17 14:42:48	125944856504828000	noUser	apple	3	2	1	1	8	1	-2	neutral	1	-0.5331687927	3	0.615234375	1	negative	-3	0	0	1	1	1	0	0	1
RT @Porter_Anderson: &quot;3 principal global players will be active in every market...@Amazon, @Apple, &amp; @Kobo.&quot; @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon	2011-10-17 14:40:34	125944293671182000	noUser	apple	1	3	1	1	1	0	0	neutral	2	-0.125	5	0.2634410858	0	neutral	-1	0	0	0	1	0	0	0	0
Bravo, @Apple! http://t.co/BgoTzj7K	2011-10-17 14:36:34	125943290288804000	noUser	apple	0	2	0	0	0	0	0	positive	0	0	1	0.0625	0	neutral	-1	0	0	0	0	0	0	0	0
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it	2011-10-17 14:36:14	125943204943114000	noUser	apple	7	1	0	0	5	1	-4	negative	1	-0.31640625	2	0.1726379395	0	neutral	-4	0	0	1	0	1	2	0	1
RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11	2011-10-17 14:35:53	125943115449254000	noUser	apple	0	1	0	0	0	0	0	neutral	0	0	1	0.0231933594	0	neutral	-1	0	0	0	0	0	0	0	0
Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL	2011-10-17 14:35:44	125943078837162000	noUser	apple	1	2	0	0	4	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11	2011-10-17 14:35:30	125943020767019000	noUser	apple	0	1	0	0	0	0	0	neutral	0	0	1	0.0231933594	0	neutral	-1	0	0	0	0	0	0	0	0
&quot;3 principal global players will be active in every market...@Amazon, @Apple, &amp; @Kobo.&quot; @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon	2011-10-17 14:25:05	125940398915977000	noUser	apple	1	3	1	1	1	0	0	neutral	2	-0.125	5	0.2634410858	0	neutral	-1	0	0	0	1	0	0	0	0
God Bless @YouTube, @apple for  #appletv &amp; our bad ass system. LOVING #PrincessOfChina. GB to @coldplay &amp; @rihanna too :)	2011-10-17 14:25:04	125940394566484000	noUser	apple	4	4	3	5	2	2	-7	positive	1	-0.5273895264	2	0.8125	2	positive	-2	3	2	2	4	1	1	0	1
dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!	2011-10-17 14:24:42	125940300987372000	noUser	apple	3	3	3	5	4	0	0	neutral	3	-0.5007171631	6	0.8641357999	0	neutral	-1	0	0	1	1	1	0	0	0
#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc	2011-10-17 14:22:57	125939862078620000	noUser	apple	6	3	1	3	2	0	0	neutral	1	-0.8167219162	2	0.13671875	0	neutral	-1	0	1	0	0	0	0	0	0
Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza	2011-10-17 14:22:50	125939833775460000	noUser	apple	3	3	1	4	3	0	0	neutral	1	-0.1291503906	2	0.5	0	neutral	-1	0	0	0	0	0	0	0	0
OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple products during my mourning period over Job's passing.&quot; hmmm..	2011-10-17 14:19:12	125938918540575000	noUser	apple	3	2	0	0	7	1	-2	neutral	0	-0.9756126404	2	0.068359375	0	neutral	-3	0	0	0	0	1	0	0	0
i wish my iPOD had a feature, when it's on the dock to scroll the artist, album, and song title in huge font across it... @Apple	2011-10-17 14:16:51	125938325151433000	noUser	apple	5	1	2	2	11	0	0	neutral	1	-0.2926635742	2	0.09375	0	neutral	-1	0	0	0	1	0	0	0	0
@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson	2011-10-17 14:08:53	125936323273048000	noUser	apple	1	1	0	0	1	0	0	neutral	0	-0.625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?	2011-10-17 14:06:10	125935636300571000	noUser	apple	1	2	2	2	5	0	0	neutral	3	-0.2514648438	6	0.7993812552	0	neutral	-1	0	0	0	0	0	0	0	0
RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...	2011-10-17 14:06:07	125935627056325000	noUser	apple	1	1	1	1	5	0	0	neutral	2	-0.2514648438	5	0.6118812552	0	neutral	-1	0	0	0	0	0	0	0	0
Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?	2011-10-17 14:05:38	125935503752172000	noUser	apple	1	2	2	2	5	0	0	neutral	3	-0.2514648438	6	0.7993812552	0	neutral	-1	0	0	0	0	0	0	0	0
@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!	2011-10-17 14:04:53	125935314878476000	noUser	apple	3	2	2	3	7	0	0	neutral	5	-0.416809082	6	0.9431152344	0	neutral	-1	1	1	0	0	0	0	0	0
@Verge @apple Do you know strange bug in iMessage - no &quot;@&quot; key to start  new conversation with AppleID like iPod user! :(	2011-10-17 14:02:52	125934808592433000	noUser	apple	5	2	1	2	4	2	-2	negative	1	-0.4569933414	4	0.336856842	2	positive	-1	0	1	1	0	0	0	0	1
Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.	2011-10-17 13:58:11	125933630613766000	noUser	apple	8	2	1	2	4	1	-3	neutral	4	-2.5361785889	6	0.7541503906	3	negative	-2	0	1	1	0	1	1	0	1
